date,tx_index,exchange_rate,s&p500,dealer,trust,foreign_inverstors,overnight_rate
20200309,10977.63965,30.13,274.230011,-6399095572,829926320,-1.15E+11,0.177
20200310,11003.54004,30.036,288.4200134,747882065,-201393939,-16692609136,0.177
20200311,10893.75,30.095,274.3599854,-8464535878,873905460,-49907625110,0.18
20200312,10422.32031,30.15,248.1100006,-6316314352,-2018701667,-81979649823,0.178
20200313,10128.87012,30.21,269.3200073,2365761431,-1436812913,-59535680114,0.177
20200316,9717.769531,30.22,239.8500061,-3999750356,-62952488,-70771171574,0.179
20200317,9439.629883,30.25,252.8000031,1640994919,-615318717,-45063853370,0.171
20200318,9218.669922,30.276,240,-3622866935,468579711,-60576631812,0.174
20200319,8681.339844,30.506,240.5099945,-1788540602,-700346845,-44931119467,0.168
20200320,9234.089844,30.302,228.8000031,-2693514269,663242104,-45843558853,0.116
20200323,8890.030273,30.405,222.9499969,-5038629617,-102120834,-36824356443,0.099
20200324,9285.620117,30.316,243.1499939,-2139610626,29031248,8405703378,0.092
20200325,9644.75,30.325,246.7899933,-2140303205,1337776980,-5429052785,0.093
20200326,9736.360352,30.306,261.2000122,-1314843941,507368461,16395331006,0.082
20200327,9698.919922,30.236,253.4199982,-4048622348,900129414,-22583052354,0.084
20200330,9629.429688,30.25,261.6499939,-2634413454,-227122005,-12563210343,0.089
20200331,9708.05957,30.254,257.75,-2480582345,1661556282,-12443228845,0
20200401,9663.629883,30.308,246.1499939,-1980885775,2185973400,-9209877867,0.079
20200406,9818.740234,30.231,264.8599854,994552328,595395460,5874564426,0.079
20200407,9996.389648,30.152,265.1300049,981845564,1936027200,9735396868,0.079
20200408,10137.46973,30.16,274.0299988,-692725379,1792096310,1558795727,0.078
20200409,10119.42969,30.152,278.2000122,-2470078243,376073342,-16472778169,0.074
20200410,10157.61035,30.103,0,-965239250,311194496,-722537048,0.092
20200413,10099.21973,30.12,275.6600037,-3209611992,1237152119,-17149976121,0.077
20200414,10332.94043,30.071,283.7900085,1523271727,1910070904,33677380939,0.077
20200415,10447.20996,30.031,277.7600098,-1858559164,2635514867,-6591596987,0.077
20200416,10375.48047,30.12,279.1000061,-1193569215,938911694,-25165806145,0.078
20200417,10597.04004,30.102,286.6400146,702263479,2485663530,43976683833,0.083
20200420,10586.70996,30.072,281.5899963,-666548779,-54516763,307643240,0.075
20200421,10288.41992,30.102,273.0400085,-4063864025,-897041750,-53453631527,0.081
20200422,10307.74023,30.1,279.1000061,-839470676,-55158678,-7794112934,0.077
20200423,10366.50977,30.072,279.0799866,-765465303,1403800504,-6982533559,0.08
20200424,10347.36035,30.08,282.9700012,-406103489,645112827,-11118322888,0.083
20200427,10567.26953,30.025,287.0499878,3507750284,882314270,38157168478,0.078
20200428,10616.05957,30.036,285.730011,1977842207,2084579030,747102353,0.074
20200429,10772.21973,29.951,293.2099915,-1780051724,1100309548,35373904762,0.076
20200430,10992.13965,29.802,290.480011,2588805586,2678059740,42450064668,0.083
20200504,10720.48047,29.9,283.5700073,-5750432355,53560451,-79625175652,0.072
20200505,10774.61035,29.88,286.1900024,-1853854975,-48493288,-26676965503,0.075
20200506,10774.98047,29.91,284.25,-3632855235,529536765,-13669413168,0.073
20200507,10842.91992,29.95,287.6799927,140742326,941311334,-2543646722,0.074
20200508,10901.41992,29.902,292.4400024,1144086373,504604310,-6562551491,0.082
20200511,11013.25977,29.861,292.5,-287962740,770894500,6108555158,0.078
20200512,10879.46973,29.92,286.6700134,-1048014964,401774018,-50832067508,0.077
20200513,10938.26953,29.906,281.6000061,479651225,855875950,-8184341091,0.08
20200514,10780.87988,29.948,284.9700012,-3519481520,288510640,-40969711038,0.081
20200515,10814.91992,29.95,286.2799988,-1100865369,-219455350,-5162113585,0.079
20200518,10740.54981,29.98,295,-231710359,-812415508,-32845047363,0.079
20200519,10860.44043,29.95,291.9700012,1255242283,1006378700,11560975377,0.078
20200520,10907.79981,29.96,296.9299927,984592652,1060776860,10824179522,0.077
20200521,11008.30957,29.95,294.8800049,1626175415,1345595756,4929692845,0.081
20200522,10811.15039,30.009,295.4400024,-2175966700,-327521893,-60674652663,0.082
20200525,10871.17969,30.076,0,1866511542,-242378553,-7512055995,0.078
20200526,10997.20996,29.988,299.0799866,1511490458,1263035370,31114295228,0.081
20200527,11014.66016,30.03,303.5299988,-10198903,920590840,1574815701,0.08
20200528,10944.19043,30.045,302.9700012,970263924,645580769,-12892855183,0.08
20200529,10942.16016,30.032,304.3200073,1566846727,200633936,-20322877185,0.084
20200601,11079.01953,29.952,305.5499878,4424264334,1072464550,36354449716,0.079
